D:\project\IMG\center_2024_11_03_13_04_30_169.jpg, D:\project\IMG\left_2024_11_03_13_04_30_169.jpg, D:\project\IMG\right_2024_11_03_13_04_30_169.jpg, -0.06872394, 1, 0, 30.19118
D:\project\IMG\center_2024_11_03_13_04_30_270.jpg, D:\project\IMG\left_2024_11_03_13_04_30_270.jpg, D:\project\IMG\right_2024_11_03_13_04_30_270.jpg, 0, 1, 0, 30.19002
D:\project\IMG\center_2024_11_03_13_04_30_372.jpg, D:\project\IMG\left_2024_11_03_13_04_30_372.jpg, D:\project\IMG\right_2024_11_03_13_04_30_372.jpg, 0, 1, 0, 30.19028
D:\project\IMG\center_2024_11_03_13_04_30_476.jpg, D:\project\IMG\left_2024_11_03_13_04_30_476.jpg, D:\project\IMG\right_2024_11_03_13_04_30_476.jpg, 0, 1, 0, 30.19027
D:\project\IMG\center_2024_11_03_13_04_30_580.jpg, D:\project\IMG\left_2024_11_03_13_04_30_580.jpg, D:\project\IMG\right_2024_11_03_13_04_30_580.jpg, -0.2984601, 1, 0, 30.16868
D:\project\IMG\center_2024_11_03_13_04_30_683.jpg, D:\project\IMG\left_2024_11_03_13_04_30_683.jpg, D:\project\IMG\right_2024_11_03_13_04_30_683.jpg, -0.001027203, 1, 0, 30.18974
D:\project\IMG\center_2024_11_03_13_04_30_784.jpg, D:\project\IMG\left_2024_11_03_13_04_30_784.jpg, D:\project\IMG\right_2024_11_03_13_04_30_784.jpg, 0, 1, 0, 30.19007
D:\project\IMG\center_2024_11_03_13_04_30_886.jpg, D:\project\IMG\left_2024_11_03_13_04_30_886.jpg, D:\project\IMG\right_2024_11_03_13_04_30_886.jpg, -0.07417111, 1, 0, 30.18915
D:\project\IMG\center_2024_11_03_13_04_30_989.jpg, D:\project\IMG\left_2024_11_03_13_04_30_989.jpg, D:\project\IMG\right_2024_11_03_13_04_30_989.jpg, 0, 1, 0, 30.19028
D:\project\IMG\center_2024_11_03_13_04_31_090.jpg, D:\project\IMG\left_2024_11_03_13_04_31_090.jpg, D:\project\IMG\right_2024_11_03_13_04_31_090.jpg, 0, 1, 0, 30.19029
D:\project\IMG\center_2024_11_03_13_04_31_194.jpg, D:\project\IMG\left_2024_11_03_13_04_31_194.jpg, D:\project\IMG\right_2024_11_03_13_04_31_194.jpg, 0, 1, 0, 30.19032
D:\project\IMG\center_2024_11_03_13_04_31_296.jpg, D:\project\IMG\left_2024_11_03_13_04_31_296.jpg, D:\project\IMG\right_2024_11_03_13_04_31_296.jpg, 0, 1, 0, 30.19028
D:\project\IMG\center_2024_11_03_13_04_31_396.jpg, D:\project\IMG\left_2024_11_03_13_04_31_396.jpg, D:\project\IMG\right_2024_11_03_13_04_31_396.jpg, 0, 1, 0, 30.1903
D:\project\IMG\center_2024_11_03_13_04_31_496.jpg, D:\project\IMG\left_2024_11_03_13_04_31_496.jpg, D:\project\IMG\right_2024_11_03_13_04_31_496.jpg, -0.1360548, 1, 0, 30.18535
D:\project\IMG\center_2024_11_03_13_04_31_600.jpg, D:\project\IMG\left_2024_11_03_13_04_31_600.jpg, D:\project\IMG\right_2024_11_03_13_04_31_600.jpg, -0.01599391, 1, 0, 30.19031
D:\project\IMG\center_2024_11_03_13_04_31_704.jpg, D:\project\IMG\left_2024_11_03_13_04_31_704.jpg, D:\project\IMG\right_2024_11_03_13_04_31_704.jpg, 0, 1, 0, 30.19014
D:\project\IMG\center_2024_11_03_13_04_31_807.jpg, D:\project\IMG\left_2024_11_03_13_04_31_807.jpg, D:\project\IMG\right_2024_11_03_13_04_31_807.jpg, 0, 1, 0, 30.19027
D:\project\IMG\center_2024_11_03_13_04_31_912.jpg, D:\project\IMG\left_2024_11_03_13_04_31_912.jpg, D:\project\IMG\right_2024_11_03_13_04_31_912.jpg, 0, 1, 0, 30.19032
D:\project\IMG\center_2024_11_03_13_04_32_013.jpg, D:\project\IMG\left_2024_11_03_13_04_32_013.jpg, D:\project\IMG\right_2024_11_03_13_04_32_013.jpg, -0.2072319, 1, 0, 30.17886
D:\project\IMG\center_2024_11_03_13_04_32_114.jpg, D:\project\IMG\left_2024_11_03_13_04_32_114.jpg, D:\project\IMG\right_2024_11_03_13_04_32_114.jpg, -0.3475996, 1, 0, 30.17028
D:\project\IMG\center_2024_11_03_13_04_32_216.jpg, D:\project\IMG\left_2024_11_03_13_04_32_216.jpg, D:\project\IMG\right_2024_11_03_13_04_32_216.jpg, -0.04179483, 1, 0, 30.19012
D:\project\IMG\center_2024_11_03_13_04_32_316.jpg, D:\project\IMG\left_2024_11_03_13_04_32_316.jpg, D:\project\IMG\right_2024_11_03_13_04_32_316.jpg, 0, 1, 0, 30.18963
D:\project\IMG\center_2024_11_03_13_04_32_417.jpg, D:\project\IMG\left_2024_11_03_13_04_32_417.jpg, D:\project\IMG\right_2024_11_03_13_04_32_417.jpg, 0, 1, 0, 30.19023
D:\project\IMG\center_2024_11_03_13_04_32_519.jpg, D:\project\IMG\left_2024_11_03_13_04_32_519.jpg, D:\project\IMG\right_2024_11_03_13_04_32_519.jpg, 0, 1, 0, 30.19029
D:\project\IMG\center_2024_11_03_13_04_32_623.jpg, D:\project\IMG\left_2024_11_03_13_04_32_623.jpg, D:\project\IMG\right_2024_11_03_13_04_32_623.jpg, 0, 1, 0, 30.1903
D:\project\IMG\center_2024_11_03_13_04_32_727.jpg, D:\project\IMG\left_2024_11_03_13_04_32_727.jpg, D:\project\IMG\right_2024_11_03_13_04_32_727.jpg, 0, 1, 0, 30.19026
D:\project\IMG\center_2024_11_03_13_04_32_827.jpg, D:\project\IMG\left_2024_11_03_13_04_32_827.jpg, D:\project\IMG\right_2024_11_03_13_04_32_827.jpg, 0, 1, 0, 30.19031
D:\project\IMG\center_2024_11_03_13_04_32_930.jpg, D:\project\IMG\left_2024_11_03_13_04_32_930.jpg, D:\project\IMG\right_2024_11_03_13_04_32_930.jpg, 0, 1, 0, 30.19032
D:\project\IMG\center_2024_11_03_13_04_33_032.jpg, D:\project\IMG\left_2024_11_03_13_04_33_032.jpg, D:\project\IMG\right_2024_11_03_13_04_33_032.jpg, 0, 1, 0, 30.19034
D:\project\IMG\center_2024_11_03_13_04_33_133.jpg, D:\project\IMG\left_2024_11_03_13_04_33_133.jpg, D:\project\IMG\right_2024_11_03_13_04_33_133.jpg, 0, 1, 0, 30.19031
D:\project\IMG\center_2024_11_03_13_04_33_234.jpg, D:\project\IMG\left_2024_11_03_13_04_33_234.jpg, D:\project\IMG\right_2024_11_03_13_04_33_234.jpg, -0.1585821, 1, 0, 30.18349
D:\project\IMG\center_2024_11_03_13_04_33_334.jpg, D:\project\IMG\left_2024_11_03_13_04_33_334.jpg, D:\project\IMG\right_2024_11_03_13_04_33_334.jpg, -0.08882041, 1, 0, 30.19015
D:\project\IMG\center_2024_11_03_13_04_33_437.jpg, D:\project\IMG\left_2024_11_03_13_04_33_437.jpg, D:\project\IMG\right_2024_11_03_13_04_33_437.jpg, 0, 1, 0, 30.18992
D:\project\IMG\center_2024_11_03_13_04_33_538.jpg, D:\project\IMG\left_2024_11_03_13_04_33_538.jpg, D:\project\IMG\right_2024_11_03_13_04_33_538.jpg, 0, 1, 0, 30.19025
D:\project\IMG\center_2024_11_03_13_04_33_642.jpg, D:\project\IMG\left_2024_11_03_13_04_33_642.jpg, D:\project\IMG\right_2024_11_03_13_04_33_642.jpg, 0, 1, 0, 30.19028
D:\project\IMG\center_2024_11_03_13_04_33_747.jpg, D:\project\IMG\left_2024_11_03_13_04_33_747.jpg, D:\project\IMG\right_2024_11_03_13_04_33_747.jpg, 0, 1, 0, 30.19029
D:\project\IMG\center_2024_11_03_13_04_33_849.jpg, D:\project\IMG\left_2024_11_03_13_04_33_849.jpg, D:\project\IMG\right_2024_11_03_13_04_33_849.jpg, 0, 1, 0, 30.1903
D:\project\IMG\center_2024_11_03_13_04_33_952.jpg, D:\project\IMG\left_2024_11_03_13_04_33_952.jpg, D:\project\IMG\right_2024_11_03_13_04_33_952.jpg, 0, 1, 0, 30.19029
D:\project\IMG\center_2024_11_03_13_04_34_055.jpg, D:\project\IMG\left_2024_11_03_13_04_34_055.jpg, D:\project\IMG\right_2024_11_03_13_04_34_055.jpg, 0, 1, 0, 30.19028
D:\project\IMG\center_2024_11_03_13_04_34_156.jpg, D:\project\IMG\left_2024_11_03_13_04_34_156.jpg, D:\project\IMG\right_2024_11_03_13_04_34_156.jpg, 0, 1, 0, 30.1903
D:\project\IMG\center_2024_11_03_13_04_34_258.jpg, D:\project\IMG\left_2024_11_03_13_04_34_258.jpg, D:\project\IMG\right_2024_11_03_13_04_34_258.jpg, 0, 1, 0, 30.1903
D:\project\IMG\center_2024_11_03_13_04_34_362.jpg, D:\project\IMG\left_2024_11_03_13_04_34_362.jpg, D:\project\IMG\right_2024_11_03_13_04_34_362.jpg, 0, 1, 0, 30.19031
D:\project\IMG\center_2024_11_03_13_04_34_465.jpg, D:\project\IMG\left_2024_11_03_13_04_34_465.jpg, D:\project\IMG\right_2024_11_03_13_04_34_465.jpg, 0, 1, 0, 30.1903
D:\project\IMG\center_2024_11_03_13_04_34_566.jpg, D:\project\IMG\left_2024_11_03_13_04_34_566.jpg, D:\project\IMG\right_2024_11_03_13_04_34_566.jpg, 0, 1, 0, 30.19027
D:\project\IMG\center_2024_11_03_13_04_34_668.jpg, D:\project\IMG\left_2024_11_03_13_04_34_668.jpg, D:\project\IMG\right_2024_11_03_13_04_34_668.jpg, 0, 1, 0, 30.19029
D:\project\IMG\center_2024_11_03_13_04_34_770.jpg, D:\project\IMG\left_2024_11_03_13_04_34_770.jpg, D:\project\IMG\right_2024_11_03_13_04_34_770.jpg, -0.3005406, 1, 0, 30.16856
D:\project\IMG\center_2024_11_03_13_04_34_874.jpg, D:\project\IMG\left_2024_11_03_13_04_34_874.jpg, D:\project\IMG\right_2024_11_03_13_04_34_874.jpg, -0.03457709, 1, 0, 30.19035
D:\project\IMG\center_2024_11_03_13_04_34_974.jpg, D:\project\IMG\left_2024_11_03_13_04_34_974.jpg, D:\project\IMG\right_2024_11_03_13_04_34_974.jpg, 0, 1, 0, 30.18987
D:\project\IMG\center_2024_11_03_13_04_35_078.jpg, D:\project\IMG\left_2024_11_03_13_04_35_078.jpg, D:\project\IMG\right_2024_11_03_13_04_35_078.jpg, 0, 1, 0, 30.19024
D:\project\IMG\center_2024_11_03_13_04_35_181.jpg, D:\project\IMG\left_2024_11_03_13_04_35_181.jpg, D:\project\IMG\right_2024_11_03_13_04_35_181.jpg, 0, 1, 0, 30.19029
D:\project\IMG\center_2024_11_03_13_04_35_281.jpg, D:\project\IMG\left_2024_11_03_13_04_35_281.jpg, D:\project\IMG\right_2024_11_03_13_04_35_281.jpg, -0.1052802, 1, 0, 30.18768
D:\project\IMG\center_2024_11_03_13_04_35_385.jpg, D:\project\IMG\left_2024_11_03_13_04_35_385.jpg, D:\project\IMG\right_2024_11_03_13_04_35_385.jpg, 0, 1, 0, 30.19021
D:\project\IMG\center_2024_11_03_13_04_35_489.jpg, D:\project\IMG\left_2024_11_03_13_04_35_489.jpg, D:\project\IMG\right_2024_11_03_13_04_35_489.jpg, 0, 1, 0, 30.19023
D:\project\IMG\center_2024_11_03_13_04_35_590.jpg, D:\project\IMG\left_2024_11_03_13_04_35_590.jpg, D:\project\IMG\right_2024_11_03_13_04_35_590.jpg, 0, 1, 0, 30.19031
D:\project\IMG\center_2024_11_03_13_04_35_694.jpg, D:\project\IMG\left_2024_11_03_13_04_35_694.jpg, D:\project\IMG\right_2024_11_03_13_04_35_694.jpg, 0, 1, 0, 30.1903
D:\project\IMG\center_2024_11_03_13_04_35_797.jpg, D:\project\IMG\left_2024_11_03_13_04_35_797.jpg, D:\project\IMG\right_2024_11_03_13_04_35_797.jpg, 0, 1, 0, 30.19029
D:\project\IMG\center_2024_11_03_13_04_35_901.jpg, D:\project\IMG\left_2024_11_03_13_04_35_901.jpg, D:\project\IMG\right_2024_11_03_13_04_35_901.jpg, 0, 1, 0, 30.19029
D:\project\IMG\center_2024_11_03_13_04_36_002.jpg, D:\project\IMG\left_2024_11_03_13_04_36_002.jpg, D:\project\IMG\right_2024_11_03_13_04_36_002.jpg, 0, 1, 0, 30.19033
D:\project\IMG\center_2024_11_03_13_04_36_106.jpg, D:\project\IMG\left_2024_11_03_13_04_36_106.jpg, D:\project\IMG\right_2024_11_03_13_04_36_106.jpg, 0, 1, 0, 30.1903
D:\project\IMG\center_2024_11_03_13_04_36_209.jpg, D:\project\IMG\left_2024_11_03_13_04_36_209.jpg, D:\project\IMG\right_2024_11_03_13_04_36_209.jpg, 0, 1, 0, 30.19029
D:\project\IMG\center_2024_11_03_13_04_36_310.jpg, D:\project\IMG\left_2024_11_03_13_04_36_310.jpg, D:\project\IMG\right_2024_11_03_13_04_36_310.jpg, -0.0153849, 1, 0, 30.19025
D:\project\IMG\center_2024_11_03_13_04_36_413.jpg, D:\project\IMG\left_2024_11_03_13_04_36_413.jpg, D:\project\IMG\right_2024_11_03_13_04_36_413.jpg, -0.0347904, 1, 0, 30.19031
D:\project\IMG\center_2024_11_03_13_04_36_513.jpg, D:\project\IMG\left_2024_11_03_13_04_36_513.jpg, D:\project\IMG\right_2024_11_03_13_04_36_513.jpg, 0, 1, 0, 30.19016
D:\project\IMG\center_2024_11_03_13_04_36_616.jpg, D:\project\IMG\left_2024_11_03_13_04_36_616.jpg, D:\project\IMG\right_2024_11_03_13_04_36_616.jpg, 0, 1, 0, 30.19027
D:\project\IMG\center_2024_11_03_13_04_36_718.jpg, D:\project\IMG\left_2024_11_03_13_04_36_718.jpg, D:\project\IMG\right_2024_11_03_13_04_36_718.jpg, 0, 1, 0, 30.19031
D:\project\IMG\center_2024_11_03_13_04_36_820.jpg, D:\project\IMG\left_2024_11_03_13_04_36_820.jpg, D:\project\IMG\right_2024_11_03_13_04_36_820.jpg, -0.0730569, 1, 0, 30.18911
D:\project\IMG\center_2024_11_03_13_04_36_923.jpg, D:\project\IMG\left_2024_11_03_13_04_36_923.jpg, D:\project\IMG\right_2024_11_03_13_04_36_923.jpg, 0, 1, 0, 30.19027
D:\project\IMG\center_2024_11_03_13_04_37_027.jpg, D:\project\IMG\left_2024_11_03_13_04_37_027.jpg, D:\project\IMG\right_2024_11_03_13_04_37_027.jpg, 0, 1, 0, 30.19031
D:\project\IMG\center_2024_11_03_13_04_37_129.jpg, D:\project\IMG\left_2024_11_03_13_04_37_129.jpg, D:\project\IMG\right_2024_11_03_13_04_37_129.jpg, 0, 1, 0, 30.1903
D:\project\IMG\center_2024_11_03_13_04_37_231.jpg, D:\project\IMG\left_2024_11_03_13_04_37_231.jpg, D:\project\IMG\right_2024_11_03_13_04_37_231.jpg, -0.157044, 1, 0, 30.18359
D:\project\IMG\center_2024_11_03_13_04_37_333.jpg, D:\project\IMG\left_2024_11_03_13_04_37_333.jpg, D:\project\IMG\right_2024_11_03_13_04_37_333.jpg, -0.5081385, 1, 0, 30.14079
D:\project\IMG\center_2024_11_03_13_04_37_433.jpg, D:\project\IMG\left_2024_11_03_13_04_37_433.jpg, D:\project\IMG\right_2024_11_03_13_04_37_433.jpg, -0.3445306, 1, 0, 30.18773
D:\project\IMG\center_2024_11_03_13_04_37_536.jpg, D:\project\IMG\left_2024_11_03_13_04_37_536.jpg, D:\project\IMG\right_2024_11_03_13_04_37_536.jpg, -0.03828786, 1, 0, 30.18853
D:\project\IMG\center_2024_11_03_13_04_37_638.jpg, D:\project\IMG\left_2024_11_03_13_04_37_638.jpg, D:\project\IMG\right_2024_11_03_13_04_37_638.jpg, 0, 1, 0, 30.18929
D:\project\IMG\center_2024_11_03_13_04_37_741.jpg, D:\project\IMG\left_2024_11_03_13_04_37_741.jpg, D:\project\IMG\right_2024_11_03_13_04_37_741.jpg, 0.1522158, 1, 0, 30.18042
D:\project\IMG\center_2024_11_03_13_04_37_842.jpg, D:\project\IMG\left_2024_11_03_13_04_37_842.jpg, D:\project\IMG\right_2024_11_03_13_04_37_842.jpg, 0.4469871, 1, 0, 30.14606
D:\project\IMG\center_2024_11_03_13_04_37_943.jpg, D:\project\IMG\left_2024_11_03_13_04_37_943.jpg, D:\project\IMG\right_2024_11_03_13_04_37_943.jpg, 0.6959709, 1, 0, 30.12168
